uid,cls
743232499069886464,1
482334246,1
552316727,1
4719090552,1
911518862,1
2989686880,0
706954713,1
19264069,1
16624549,1
981565406,1
45295692,1
757070187275231232,1
169604722,1
261306858,1
769149124360937472,1
2928711967,1
3374673945,1
18423141,1
2409729842,1
717136610517655552,1
2837893122,1
54653082,0
2973997244,1
16276186,1
205396981,1
3311663485,1
741027626211549184,1
2883128790,0
55787027,1
17689843,1
1021139648,1
2605287897,1
256363443,1
2356962151,1
179665810,0
107236390,1
2831337577,1
840430194,1
446413281,0
19739420,0
729080067817615360,1
485272452,1
2782626491,0
241395137,0
112520214,1
32947456,1
2735876188,1
2597132532,0
43438089,1
67031019,1
459379674,1
723516845425184769,1
734632509326151682,1
345062584,0
26179029,1
726635229226524672,1
471747935,1
764429523769106432,1
371337165,1
746633618345201664,1
3415253711,1
1646692903,1
870510614,1
95235772,1
596117217,1
548249031,0
124730134,1
32043963,1
484476168,1
966386515,1
715960297593376768,1
730900240149045248,1
62305817,1
2962194475,0
1467783212,1
4249177700,0
3198016616,1
2236299002,1
1642106527,0
129752995,1
1353877376,0
16063972,0
2380025412,1
2350402320,1
65363823,1
3688304901,1
422279039,1
966020486,1
965512627,1
1254436736,1
3000736965,0
741006180093440001,1
385204671,0
633271091,1
769588045859459073,1
14747394,1
730570399939973120,1
392969317,1
2353822818,1
863949348,1
22378806,0
3730977862,1
17276219,1
15630920,1
2578875530,1
67484867,1
15142804,0
764455186601504769,1
4712071932,1
904072386,1
147852554,0
1363651039,1
16282693,1
138093239,1
119119142,1
329897342,1
738238064779272192,1
52203579,1
42426688,1
1557723937,1
1582255662,1
973704955,1
121606839,0
20280591,1
735409626297012224,0
29837593,1
1622658864,1
1367666652,0
3258538129,1
203751233,1
37232932,1
173772400,1
515326848,1
40434781,1
3310269630,1
2726537421,1
1215350906,1
28174444,0
429724961,1
554264674,1
80308520,1
491666244,1
110874872,1
2373650969,0
35724162,1
64605066,1
146811701,1
2560409550,0
2309170130,1
219923514,0
2544478364,1
3188185608,1
755695,0
4696469899,1
262907164,1
15120921,1
21702220,1
4220390892,0
3038432977,0
398612282,1
768806253841649665,1
379140979,1
46182858,1
3127796386,1
21048305,1
44539994,1
3740882714,1
2827107229,0
969130340,1
758358493115977728,1
162380937,1
762749813817430016,0
330388763,1
868728822,0
770394748083470336,1
1319506603,1
410491220,1
721422997177937921,0
20709244,1
30678167,1
539304644,1
1341030121,1
51469091,0
222149255,1
237568693,1
2970995698,1
163484443,1
1379328662,0
756514146,1
97797669,0
1607169578,1
2688502513,0
410191417,1
15255690,1
2839408042,0
19300765,1
1153713116,0
2815895750,1
35054585,0
752690806843121664,1
3297910826,1
3116123438,1
149894382,1
200345016,1
367683979,0
323223493,1
731855169034407936,0
2837524258,0
725067109,1
2310897126,1
164681009,1
17726655,1
1429145508,0
1213690003,1
474626406,1
3318751062,1
1739551255,1
2834011466,1
353826298,1
2385538754,0
734741758190493696,1
21258949,1
2388016309,1
277091016,0
1027382700,1
3131613843,1
1884780398,1
2393506290,0
2900026083,1
1209867661,1
4661070327,1
1652036461,1
730393178512175105,1
3469521620,1
69397756,0
98773158,1
344218796,1
196458217,1
268979226,0
187403903,1
215396680,0
2650372441,0
29678970,1
274637876,1
2253288175,0
155351209,1
725029122691489792,1
533673215,0
224546075,1
189953011,0
1966489658,0
114698638,1
2636241323,1
17856110,1
219546296,0
199545574,1
327214542,0
1401698137,1
354172611,1
2466976567,1
129044855,1
256435851,0
3044644978,1
3255039836,1
108892786,0
3594672854,1
345446299,1
2575007515,1
712177938259640320,1
3148362085,1
50875746,1
3333983548,1
3154569729,1
3295740715,1
20751648,1
374490467,1
1618976089,1
81828940,0
31098828,1
813512664,1
445558311,1
49066447,1
1872281394,0
208655997,1
2430958988,1
32968728,0
44845304,1
1683935702,1
2733864000,1
2985614399,1
1311631482,0
299847363,1
320000449,0
369325711,1
3391379543,1
1544353886,0
404609343,1
712791788,0
237796056,1
507058341,1
316874546,1
143337751,1
577614195,1
4512682882,0
741069969920819201,1
346732820,1
599256947,1
557438271,1
565156962,1
3215730856,1
773433722,1
736167842039504897,1
2555976170,1
21091694,1
221980247,1
4302200483,1
1248346406,1
752262167437516800,0
556259428,0
20568320,0
3088549203,1
28809114,1
2782504471,1
2369435731,0
261320586,1
18590086,1
186156580,0
3313668872,1
172988427,1
42977470,1
891698605,0
868975614,1
15246892,0
4572842363,1
1576888868,1
2600907050,0
734212266044837888,1
1577945034,1
710303563,0
31320743,1
3363578751,1
295239689,0
2386368001,0
196653037,1
534589970,1
3195562057,1
3376730953,0
1591390472,1
3475336995,0
2915691653,1
29596691,1
446037325,1
1341330798,1
204997488,0
4847157879,1
66382897,1
237982739,1
6264612,0
996500510,1
209482433,1
3420417017,1
131362504,0
80093264,1
731651087871016960,1
24238398,1
2387746308,1
101854095,1
3023753980,1
27403610,1
245612661,1
1595742206,1
446730156,1
3093390575,1
2660251364,1
2284029337,1
729620388712349696,1
354618612,1
980462184,1
3091812411,1
368371386,1
451954723,0
419963584,1
20726618,1
83854160,1
70061423,1
2615587046,1
74609386,1
2211835920,1
3685431973,1
624555559,0
126977959,0
3284608501,0
149129016,1
703808295274811393,1
763375106,1
228203145,1
120670045,1
302930360,1
748088250,0
56154742,0
4370281153,1
14114579,1
95776897,1
2335643443,1
1173505441,0
29094472,1
1969261,1
3138302455,1
3234520340,0
2499870654,1
190694770,1
2766554164,1
3303999714,1
159935292,1
15091467,1
130500843,0
1063750279,1
1698006488,1
555549494,1
2434493347,1
3243984962,1
39977492,0
3473508502,1
4101677685,1
563717228,0
762800656650342402,1
504840724,0
123936058,1
762430039317065728,1
4585196953,1
1305323082,1
463292749,1
418389641,1
30480217,1
3294981856,1
996198924,0
763128384553496577,0
42891240,0
1977249710,1
561635422,1
1343287051,1
768616694285754368,0
724244928,1
634057623,1
2893030210,1
706638506475577344,1
114954534,1
4921836612,1
8376452,1
3148955279,1
3025857854,1
269383362,1
2450544780,1
237971863,0
14733264,1
2202222554,0
3606793272,1
635442836,1
280017388,1
36711098,1
3756221421,1
114455332,1
2208161496,1
3757214232,1
52904511,0
1969712454,1
113527566,1
1663496635,1
3305493985,0
377063008,1
2875636889,1
259327767,1
867144884,1
751075910820986880,1
768806658839420930,1
863226571,1
17939301,1
125213776,1
31096602,1
753205316297363456,1
433288765,1
252300306,0
630289964,0
4852062464,1
610891435,1
2277557854,1
2849182766,0
60557242,1
22924791,1
1022739794,1
3035045041,1
29856059,1
1161783374,1
21671638,1
578043427,1
229291124,1
203430800,1
172461030,1
710123098876420096,1
764934252785963008,1
3074165205,0
43628439,1
859065464,0
16653588,1
2335832054,1
22851978,1
44949602,1
17596197,1
89850730,0
409219430,1
85596203,1
471616553,1
203933442,1
722869267192909826,1
1340195240,0
961897970,1
1758169249,1
210917229,0
2544711450,1
716489867551764480,0
770716977048453121,0
712835244047540224,1
362454062,0
170761737,1
1364623915,1
2581598156,1
716934863316656128,0
359738503,1
1948293908,1
29322673,1
314015099,0
269972688,1
1093187196,1
416790643,1
971426569,1
259310022,1
1654399368,1
7914392,1
565902907,1
716383412832092160,1
2905649003,1
370102470,1
286842962,1
95856276,1
2266139084,1
761341696621867008,0
634949386,1
1053390794,1
4918960069,0
17010273,1
1638976808,1
767093070378786818,0
2385451059,0
3677099718,1
360211782,1
64103824,1
928791588,1
714506718634336256,1
715253629058416642,1
22096537,1
299480333,0
533643767,0
477975738,1
2837736946,1
163508092,1
65974890,0
442061362,0
3131916621,0
3096607562,0
4873894875,1
14810072,1
6065452,0
346476440,1
54255836,1
736205517987676160,0
16059376,0
100895378,1
2218315310,0
202905814,0
268827675,0
3918521178,0
2277907310,1
2463664681,0
321687893,0
110889275,1
759953831866294272,1
2396045375,1
251304381,1
222135382,1
410350463,1
83891821,1
3034756466,0
21352807,1
1928317970,1
102673526,0
8961432,1
703783237819240448,1
1342622455,1
3829391963,1
339888066,1
8410672,1
726105437125365760,1
3433749755,1
2303320040,1
86980188,1
36600790,1
3289098415,1
3093859981,0
4115628201,1
80385238,0
1591639044,0
48564052,1
107043993,1
2883666819,1
1679732623,1
24757120,1
172593752,0
2875974692,1
842074315,0
7501832,0
1919647429,1
14832328,1
30064493,1
386847907,1
80876513,0
4690149541,0
20327465,1
33014050,0
4443273859,1
733710370569883648,0
4788911909,1
40851610,1
1656931974,1
3373120661,1
702496942589345792,0
2862956911,1
2342689699,1
46943898,0
1462621352,0
2502043052,0
319334173,1
2812221331,0
197874698,0
1477858615,0
508866003,1
59771181,1
17294419,1
22542200,1
417441665,1
861408704,1
2871454226,1
729801779722883072,1
3247466372,0
38899996,0
3029949939,1
331468642,0
1464058206,1
49581497,1
141701133,0
3180615749,1
274126966,1
805028582,1
14124866,1
14836470,1
62176214,1
410076120,1
219856891,1
721758189054599168,0
467195236,1
3349867499,1
24256374,1
1031586097,1
701085787987685376,1
4805180533,1
14445139,1
1477389409,0
21253604,1
1278209767,0
4778619409,1
3376721375,1
2569867838,1
3325814262,1
2429668927,1
505760318,0
16191023,1
3366716715,0
55640170,1
2738388295,1
2459751696,1
3184574766,1
363562246,1
743534678901202945,0
2349282882,1
14340736,1
28528123,1
715173887953088512,1
18259007,1
1385658037,1
157951320,1
1430858473,1
53657668,1
518617763,0
1186025425,0
384276856,1
874730298,1
46764970,1
308904438,1
724702770096283648,1
606026741,1
277770740,1
531595476,1
1700745378,1
2766516970,1
2829674873,1
3080868576,1
4864218259,1
2838892526,1
2564142475,1
4378425017,1
2291708942,1
737870316614090752,0
143052179,0
15162892,1
752664735351468034,1
2896714066,0
14477074,0
19418794,0
2476976133,1
22249964,1
374594322,1
59954867,1
1573876094,1
1712831,1
4664788752,1
53932566,0
46958419,1
605031919,1
238828295,1
1925476452,1
3012573742,1
7350052,0
755240387174858752,1
85383187,1
3191720604,0
2864506134,1
3415059471,1
2224180624,0
3021980538,1
16854309,0
86725587,0
2493899774,1
231470127,1
751236619319947265,0
755375583979155456,1
22832708,1
3309991664,0
20945621,1
69477433,0
313625705,1
77648985,1
3139299528,1
3376671688,1
108360666,1
920000268,0
635011487,1
779314886,1
321652534,0
2934220776,1
2835630318,1
948380118,0
267936634,1
8518072,0
3196305816,1
1931226824,1
3150180776,1
2553124200,1
2856729550,0
2217809411,1
167429082,1
932703601,1
2870848881,1
409506562,1
2544594204,0
55610483,1
273535254,1
1713903728,1
3288930293,1
503353575,1
4512868294,0
16471256,1
712765109207175173,1
3192693609,0
267004350,1
711802172770557952,1
2154061080,0
3040779431,1
4829744572,1
1515041251,0
3388245413,0
82526109,1
557828551,1
734847737305300992,1
57998022,1
3238639359,1
364928508,1
3041300267,1
4705133474,1
4286971339,1
815639341,1
4779763407,1
432809372,1
2894555758,0
710828836196212737,1
354635776,1
18397062,1
2904244916,1
1689338184,1
3136367828,1
2847221676,1
499891595,1
2411113649,0
1944524948,1
371004542,0
2261047882,1
2193787283,1
954513102,1
139940291,0
2419866354,1
131374464,1
64588252,1
14744982,0
64216503,0
112324139,1
1894286120,0
4158942198,1
732046506698510336,1
147285071,0
374163386,1
83397587,0
148921176,1
4863483359,1
1463209370,0
588125997,1
17716516,1
160245128,1
247629502,1
294665606,1
306618321,1
583369707,1
4606105273,0
1244761950,1
62868886,1
3041943643,1
543456153,1
2327536579,1
2666442449,1
26167693,1
2561894326,0
3082278496,1
586035556,1
1668586344,0
45213380,0
4760755692,1
1073497698,0
748762612603637760,1
16998963,1
17395210,1
144629987,1
402697894,0
200821395,1
239480077,0
796515866,0
2995432916,1
9215822,1
16843235,1
418155088,1
299450805,1
571707970,1
711586995936612352,0
1978550202,0
2470203513,1
126749473,1
1975912297,1
59391711,0
101873187,1
17912843,1
726776829927895040,1
2275512848,1
162572003,0
139180102,1
74943067,1
365093718,1
24702493,1
157713354,1
748333335290601472,1
3096401610,0
767463599732318208,0
2811108358,1
3338910806,1
2859571540,1
752282119607431168,1
39955089,1
1576727964,1
1441404691,1
18044495,1
719069713297469440,0
2275310376,1
2654347764,1
537943650,1
2806141928,1
173499659,1
151442562,1
1701933138,0
15097133,1
749000792305172481,1
1565620440,0
14136582,1
2882920097,1
4009588632,1
2237233028,0
357491164,1
71041351,1
154142611,1
2910854367,0
768806372766916608,1
3795512897,0
81617002,1
737576178089758721,1
302497032,0
211140018,0
616722865,1
17238457,1
7372952,0
281196393,1
132033818,0
119122834,1
1725610087,1
1355683339,1
3002647860,1
218012342,0
336951477,1
107547335,1
768135762667864068,0
303006500,1
276629808,0
430924776,1
40090885,1
3173169669,1
67762355,1
1163663365,1
27000758,1
591721150,1
2871895123,1
3466535430,1
702043605117046784,1
525962289,1
31190199,1
3859384458,1
2721342306,1
377577453,0
264145427,1
729531245021958144,1
1632124232,0
621321406,1
717583916,1
83390414,1
288212767,1
332285420,0
382265945,1
44476007,1
263201938,0
1170935659,1
153746572,1
456491118,1
706929744797806592,1
512748714,1
749756942017564673,1
2448870254,1
17431860,1
1615086632,1
3911265815,1
60853683,1
3171545509,1
787868370,0
98693484,1
298653390,1
3111341715,1
2709193752,1
2893783176,0
2904881316,0
1362496884,1
359444945,1
143466189,1
2591507870,1
2505388730,1
3024659929,1
1476395058,1
756604012254916608,0
2269467420,1
703868405363814400,1
3341817125,1
1385774047,1
2449778418,0
718436390112006144,1
2556205344,0
1356078499,0
747561095754321920,1
523884431,1
742699539732258816,1
1571924310,1
449443616,1
340860170,1
2911891907,0
147031796,0
571909472,1
408853016,1
213448433,1
94898241,1
538531442,1
359476121,1
2936588938,1
115259658,1
198512068,1
43551514,1
1566712416,0
3063665612,1
755546016892551172,1
2513025430,1
146188486,1
119404841,1
569178481,1
1217298746,1
92235951,0
863183726,1
2387888168,1
4545036263,1
2221278821,1
624454726,0
865052491,0
2411188927,0
721596785693560832,1
2396469772,0
2243434783,1
767230007441707008,1
131344460,0
756302,1
30105506,1
58023319,1
907113282,0
4058882718,0
300810492,1
371981624,0
1397992440,0
4927752915,1
752344265515294720,1
1953465523,0
69010793,0
632963726,0
19994418,0
3025791268,1
2923144161,0
117240023,1
3431893732,1
2967268008,1
326503852,1
625848715,1
1645375218,1
768047486,1
234739389,1
1146919135,0
7078852,1
513616337,1
3676645661,1
590372169,1
765966986203504640,0
2474266831,1
935464154,1
78644405,0
499470004,1
1437136866,1
123487276,1
570159157,1
19297418,1
95216054,0
462454746,0
1733029471,1
17913881,1
950447563,1
538390026,1
33867899,1
227652011,0
1277662028,1
743760834745118720,1
2151573151,0
29794031,0
3042075699,1
225861086,1
396197445,1
740086975034753024,1
3874705822,0
723872532835786752,0
993373116,1
1113609776,1
2176588306,1
326956063,1
96414650,1
82469460,1
17138582,1
35088713,1
308697939,1
3221936595,1
54301769,1
43355844,1
2284717996,1
629141616,1
205507480,1
47448104,1
35623958,0
14320815,0
55374833,1
2860494021,1
724754448669618176,1
738808512755597312,1
2833362074,1
63517561,1
65552940,1
1031499828,1
2606851334,1
219549026,0
63100957,1
16860135,1
152987478,0
59085872,1
193487520,0
742994089,1
2395121324,1
1377836916,0
19991010,1
138134164,0
330033713,1
1146499303,1
2362598966,1
2314480513,1
158513165,0
17060480,1
735505209237995520,0
17094323,1
442392906,0
63103100,1
275843220,1
758172822,1
748634697899479040,1
3193263449,1
2808566649,1
3130513437,1
109042331,1
739506114501431296,1
528928538,1
124632778,0
58993886,0
30689319,1
1314336656,1
737083051281256448,1
2762497063,0
26099631,0
2307816974,1
1216972788,0
926196294,1
318744475,1
128899888,1
2541741991,1
309958674,0
276165142,1
141108981,0
41564418,1
67398165,1
22300012,1
109270628,1
14191378,1
241157629,0
498547375,1
3014248472,1
1921329415,1
2981539302,1
405147475,1
2840945764,1
55582896,1
713112567871311873,0
22651083,1
2832896837,1
1431588133,1
46812198,1
1962918888,1
1649225755,0
1945769556,0
67547596,1
1883294683,1
18252394,1
3129440050,1
1012792830,1
2605254031,1
231918084,1
3102908274,1
4757210488,1
1702968546,0
93579645,1
936981026,1
3002492483,0
22490294,1
314487980,1
211888307,1
15147882,0
109868594,1
703921664006819840,1
2958747878,1
84634930,0
737055606599786496,1
2357780814,1
281803065,1
3220443583,1
84119491,1
363821003,1
43804732,1
2341119207,1
1067653219,1
23563066,1
2499273312,1
114345117,1
2281290679,1
2352878573,0
2361506384,0
905933114,1
2851157944,0
3163148070,1
61542733,0
217721309,1
2469084638,1
3015333543,1
1974843926,1
371873865,1
203357948,0
7540692,1
127054240,1
70085895,1
1180030728,1
156608755,1
25138288,0
2306518984,1
230941628,1
36739872,0
244126075,1
4225263193,0
1364594401,1
15165643,1
2239410991,1
317135855,1
16968123,0
145741943,1
181806097,1
3429088955,0
2289859375,1
27107647,0
35032363,0
242266975,1
261029793,1
294697643,1
213807285,0
20097100,1
16122674,1
3073813809,1
63795206,0
2511440153,1
35568081,0
68125879,1
2589222841,1
941221358,1
26297078,1
1945994221,0
2797404271,1
49754809,1
1207668950,1
769063723080290304,1
743944071329157120,1
756959111716171777,0
42935811,1
15703248,1
1544091762,1
4427538260,0
255948953,0
2161949366,1
22443806,1
2314570070,1
79532957,1
2912041289,0
719382563542933504,1
264759509,1
3321576873,1
2155758846,1
3754413076,1
602499243,0
3367942019,1
588799652,0
3930334753,1
862425728,1
352674679,1
19015275,1
766762492718518272,1
2451251457,0
67128081,0
2786413944,1
4469607018,1
2908317502,1
52230551,1
16453781,1
2647902902,1
731989014866067456,0
76873446,1
597892657,1
46584257,1
379814008,1
1272240799,0
1636962481,0
729746076476026880,1
298761339,1
226528137,1
230318744,1
307128887,1
218975358,1
66890888,1
355377250,1
531385937,1
1577986291,1
34534626,1
709456241941159937,1
140293655,1
873797466,0
3225129947,1
499230135,0
451845427,1
323509676,0
240362706,1
27698554,1
62070108,1
3820837817,1
158817600,1
58822055,1
29900632,0
4864378879,1
27837597,1
235383399,1
2791287776,1
319709597,1
198104918,0
331442841,1
96883292,0
230878935,1
206825429,0
2951651049,0
2713780189,1
2296266087,1
2555726347,1
428883398,1
1077677180,0
3439052061,1
2969765028,1
26253894,1
701184588895416320,1
561981017,1
459436052,1
1217410250,1
311356155,0
18435946,1
1158560725,1
330762093,0
1129756027,1
13582,1
22454321,0
755891173143744512,1
158065434,0
798442806,1
36761617,1
747712459406999557,1
283686290,1
66988729,1
383498323,1
724099175999107072,1
39407104,1
3342496204,1
287150883,1
206267441,1
427232287,1
479942282,1
566418939,1
3040211744,1
262637037,0
355416292,1
916029648,1
1885740978,1
74641136,1
2477796692,1
233905845,1
35541069,0
768568533672337408,0
4018856903,1
2818691390,1
56917529,1
753338827,1
7881852,1
629585099,1
468647416,1
74186967,1
261293173,1
713658956,1
45136578,1
331990547,1
446020274,1
18756076,0
2419498388,1
18392064,1
21411907,1
3401144494,0
341597700,1
764358680,1
1938395798,1
16556849,0
2996681976,1
1579661264,1
3646911,0
2613483578,1
68344233,1
3068934341,1
65908263,0
733327452445888516,1
770656264649052160,1
4830252309,1
308923302,1
18631035,0
463545446,1
494588470,1
1228610100,0
577876782,1
3238176000,1
123370995,0
2315706224,1
2886854239,0
15613803,0
909448592,1
141261936,0
158406741,1
144174237,1
2165465671,1
2540780413,0
969647420,1
3306619318,1
75902209,1
460114134,1
147241822,1
1497172590,1
119009254,1
746477406,1
140626861,1
316157014,0
568611977,0
168870054,0
1594824152,0
750802705342468096,1
28501963,1
1323321187,1
27776446,1
57675938,1
3397978371,1
14870789,0
744854155894743042,1
34176623,1
4761632299,1
241142211,1
2864080317,1
496117298,1
259409243,1
99264941,1
1531368576,0
230059784,1
2444416458,0
177920050,1
756090758,1
222417459,0
1705885393,1
157736377,1
1373506495,0
4497247152,0
24433419,0
516559714,1
755391635295506432,0
2809985634,1
324363969,1
167579686,1
1205790420,1
47859478,1
3829908727,1
2438099648,1
79736768,1
512559831,1
36261248,1
21455202,1
3526256895,1
765473634,0
4706669658,1
14603910,1
54638994,1
603090125,1
3305599691,1
2812086102,0
2842304048,0
2990457099,1
311012247,0
323932530,1
106250499,0
51475584,1
137246882,1
258848850,1
350013121,1
3239315803,0
622677896,1
3261727746,0
3273754730,1
738264280492060672,0
89512409,1
1630330880,0
475873623,1
3326287370,1
3142593022,0
2527305086,1
717259829333647360,1
2826850652,1
2439730348,1
704700586562875392,1
73884690,1
3039797297,1
3104087996,1
2302249993,1
4492626988,1
399857313,1
2278200264,0
17041374,1
245070347,1
227379230,1
287842610,0
51687226,1
2885688397,1
41624329,1
3039764825,0
142773676,1
3270476594,1
18029228,1
1526558191,1
1247679542,1
3297961598,1
229349608,1
3301728090,1
777056666,1
352094180,0
16205477,0
45888970,1
21546538,1
14611587,0
1214519130,1
74226674,1
3242957036,1
1541184416,1
3166870626,1
3166049041,1
4500067813,0
1375314006,0
750121492596158464,1
1497135540,1
763201255833559040,1
3246614382,1
3333088872,1
200675211,0
2595522452,1
718799630,1
2746567683,1
1913074404,1
1552241228,1
89561217,1
49441990,1
274961402,1
443532809,0
131652784,1
1328786214,1
103335732,0
241650760,1
229294043,0
504731972,1
393105438,1
392155421,0
4835525662,1
733515581480009728,1
3229828349,0
1122039613,0
631860436,1
92188228,1
739501923921977344,1
86877222,1
1478641267,1
3950946493,0
708503298140086272,1
3438020193,0
25580315,1
433952958,0
15109462,1
156483050,1
297706698,0
1122887192,1
2868205482,1
747521453768187905,1
540428652,1
334159480,1
2794782427,1
54366293,1
1537926529,1
300823541,1
186216638,0
705004152934572032,1
750554105429491713,1
30788684,1
2600791569,0
329373504,0
2493923485,1
41590477,1
2967269655,1
2994106736,0
3170941766,1
53978738,1
382136377,1
3900730353,1
3035837259,1
2256762924,1
2417374162,0
334626794,1
763959602668908545,1
993657672,1
701617344334979073,1
2827178660,1
197302418,1
1532829805,1
368290649,1
16754280,1
17554259,1
1297788403,1
753401800141770752,1
2157328762,1
39618474,1
3262979832,1
765057549850804228,1
78157596,1
45165325,1
771184616191332356,1
834138630,1
2189268012,1
3232352348,1
2331096979,1
43960415,1
12457402,1
2866095606,1
44838082,1
64087752,1
820566907,1
24750147,0
761440326787670016,1
770084438848012288,1
80770211,1
701519467,1
1491723378,1
2423745058,1
45685465,0
584896071,1
741824632202887168,0
1599241862,1
633432230,1
51567066,1
757249221334564864,1
724860953490280448,1
56063250,1
1364552653,1
739072715508842497,1
2182358573,0
72524642,1
794778900,1
463228327,0
595761649,1
4376713035,1
2249427139,0
3317646191,1
2530874280,1
770335806724698112,1
764982536103682049,1
260850558,1
3000380426,1
1906709790,1
19662373,1
24820587,1
401134321,1
14819429,1
735603854654443521,1
19520658,1
20130580,1
164926109,0
288643273,0
216765228,1
185156339,0
118221097,1
20458677,1
717180372480434177,1
388753096,0
1443851580,1
24551410,1
29470864,0
3849383843,1
2873236833,1
758056218535530496,1
1587900835,1
174006950,0
552455784,1
21603527,1
1145931283,0
939430814,1
2774740670,1
2581452965,1
756634352226865152,1
1580686352,1
326339972,1
946822273,0
258945761,1
140638292,1
1242451496,1
1861675550,1
24808701,1
15625504,0
95122556,1
343082774,1
35126555,1
516122705,0
2683090614,1
490613574,0
517521284,0
2903358823,1
33024378,0
3224423484,1
348241629,0
15173634,1
3116898754,1
1047809672,1
1619876834,1
1951962589,0
372483171,0
3335040713,1
26758704,1
360155625,0
45387686,1
211547307,1
231004139,1
1209936889,1
3301726655,1
3723248123,1
3228409485,1
355509893,0
